step,run_type,err,lane,handle_count,pred_sig,act_sig
1,learn_on,2.000000,De,1,[],[7]
2,learn_on,0.000000,Po,2,[],[]
3,learn_on,0.000000,Po,2,[],[]
4,learn_on,2.000000,De,2,[],[7]
5,learn_on,0.000000,Po,2,[7],[7]
6,learn_on,0.000000,Po,2,[7],[7]
7,learn_on,0.000000,Po,2,[],[]
8,learn_on,0.000000,Po,2,[7],[7]
13,learn_on,2.000000,De,3,[],[5]
14,learn_on,2.000000,De,3,[],[5]
15,learn_on,0.000000,Po,3,[5],[5]
16,learn_on,0.000000,Po,3,[5],[5]
18,learn_on,0.000000,Po,3,[5],[5]
19,learn_on,2.000000,De,3,[],[5]
20,learn_on,2.000000,De,3,[],[5]
21,learn_on,2.000000,De,3,[],[5]
22,learn_on,2.000000,De,3,[],[5]
23,learn_on,2.000000,De,3,[],[5]
24,learn_on,0.000000,Po,3,[5],[5]
25,learn_on,0.000000,Po,3,[5],[5]
26,learn_on,0.000000,Po,3,[5],[5]
27,learn_on,0.000000,Po,3,[5],[5]
28,learn_on,2.000000,De,3,[],[7]
29,learn_on,2.000000,De,3,[],[7]
30,learn_on,0.000000,Po,3,[],[]
31,learn_on,0.000000,Po,3,[7],[7]
32,learn_on,0.000000,Po,3,[],[]
33,learn_on,0.000000,Po,3,[7],[7]
34,learn_on,0.000000,Po,3,[],[]
35,learn_on,0.000000,Po,3,[],[]
36,learn_on,0.000000,Po,3,[],[]
37,learn_on,0.000000,Po,3,[],[]
38,learn_on,0.000000,Po,3,[],[]
39,learn_on,2.000000,De,3,[],[5]
40,learn_on,2.000000,De,3,[],[5]
41,learn_on,2.000000,De,3,[],[5]
42,learn_on,0.000000,Po,3,[5],[5]
43,learn_on,0.000000,Po,3,[5],[5]
44,learn_on,2.000000,De,3,[],[5]
45,learn_on,2.000000,De,3,[],[5]
46,learn_on,0.000000,Po,3,[5],[5]
47,learn_on,2.000000,De,3,[],[5]
48,learn_on,2.000000,De,3,[],[5]
49,learn_on,0.000000,Po,3,[5],[5]
50,learn_on,0.000000,Po,3,[5],[5]
51,learn_on,0.000000,Po,3,[5],[5]
52,learn_on,0.000000,Po,3,[5],[5]
53,learn_on,2.000000,De,3,[],[7]
54,learn_on,2.000000,De,3,[],[7]
55,learn_on,0.000000,Po,3,[7],[7]
56,learn_on,0.000000,Po,3,[7],[7]
57,learn_on,0.000000,Po,3,[7],[7]
58,learn_on,0.000000,Po,3,[7],[7]
59,learn_on,0.000000,Po,3,[],[]
60,learn_on,2.000000,De,3,[],[5]
65,learn_on,2.000000,De,3,[],[5]
66,learn_on,2.000000,De,3,[],[5]
67,learn_on,0.000000,Po,3,[5],[5]
68,learn_on,0.000000,Po,3,[5],[5]
69,learn_on,0.000000,Po,3,[5],[5]
70,learn_on,0.000000,Po,3,[5],[5]
71,learn_on,0.000000,Po,3,[5],[5]
72,learn_on,0.000000,Po,3,[],[]
73,learn_on,2.000000,De,3,[],[5]
74,learn_on,2.000000,De,3,[],[5]
75,learn_on,0.000000,Po,3,[5],[5]
76,learn_on,0.000000,Po,3,[5],[5]
77,learn_on,0.000000,Po,3,[5],[5]
78,learn_on,0.000000,Po,3,[5],[5]
79,learn_on,2.000000,De,3,[],[5]
80,learn_on,2.000000,De,3,[],[5]
81,learn_on,2.000000,De,3,[],[5]
82,learn_on,2.000000,De,3,[],[5]
83,learn_on,0.000000,Po,3,[5],[5]
84,learn_on,0.000000,Po,3,[5],[5]
85,learn_on,0.000000,Po,3,[5],[5]
86,learn_on,0.000000,Po,3,[5],[5]
87,learn_on,0.000000,Po,3,[],[]
88,learn_on,2.000000,De,3,[],[5]
89,learn_on,2.000000,De,3,[],[5]
90,learn_on,0.000000,Po,3,[5],[5]
91,learn_on,0.000000,Po,3,[5],[5]
92,learn_on,0.000000,Po,3,[5],[5]
93,learn_on,0.000000,Po,3,[5],[5]
94,learn_on,0.000000,Po,3,[],[]
95,learn_on,2.000000,De,3,[],[5]
96,learn_on,2.000000,De,3,[],[5]
103,learn_on,0.000000,Po,3,[],[]
110,learn_on,0.000000,Po,3,[],[]
111,learn_on,0.000000,Po,3,[],[]
112,learn_on,2.000000,De,3,[],[5]
113,learn_on,2.000000,De,3,[],[5]
114,learn_on,0.000000,Po,3,[5],[5]
115,learn_on,2.000000,De,3,[],[5]
116,learn_on,2.000000,De,3,[],[5]
117,learn_on,0.000000,Po,3,[5],[5]
124,learn_on,2.000000,De,3,[],[5]
125,learn_on,2.000000,De,3,[],[5]
126,learn_on,0.000000,Po,3,[5],[5]
127,learn_on,2.000000,De,3,[],[5]
132,learn_on,2.000000,De,3,[],[5]
133,learn_on,2.000000,De,3,[],[5]
134,learn_on,0.000000,Po,3,[5],[5]
135,learn_on,0.000000,Po,3,[5],[5]
136,learn_on,0.000000,Po,3,[5],[5]
137,learn_on,0.000000,Po,3,[5],[5]
138,learn_on,2.000000,De,3,[],[5]
139,learn_on,2.000000,De,3,[],[5]
146,learn_on,0.000000,Po,3,[5],[5]
147,learn_on,2.000000,De,3,[],[5]
148,learn_on,2.000000,De,3,[],[5]
149,learn_on,2.000000,De,3,[],[5]
152,learn_on,2.000000,De,3,[],[5]
153,learn_on,2.000000,De,3,[],[5]
154,learn_on,2.000000,De,3,[],[5]
155,learn_on,2.000000,De,3,[],[5]
156,learn_on,0.000000,Po,3,[5],[5]
157,learn_on,0.000000,Po,3,[5],[5]
158,learn_on,0.000000,Po,3,[5],[5]
159,learn_on,0.000000,Po,3,[5],[5]
160,learn_on,2.000000,De,3,[],[7]
161,learn_on,0.000000,Po,3,[],[]
162,learn_on,2.000000,De,3,[],[7]
163,learn_on,0.000000,Po,3,[],[]
164,learn_on,0.000000,Po,3,[7],[7]
165,learn_on,0.000000,Po,3,[7],[7]
166,learn_on,0.000000,Po,3,[7],[7]
173,learn_on,0.000000,Po,3,[],[]
174,learn_on,0.000000,Po,3,[],[]
175,learn_on,0.000000,Po,3,[],[]
177,learn_on,2.000000,De,3,[],[5]
178,learn_on,2.000000,De,3,[],[5]
179,learn_on,2.000000,De,3,[],[5]
180,learn_on,2.000000,De,3,[],[5]
181,learn_on,0.000000,Po,3,[5],[5]
182,learn_on,0.000000,Po,3,[5],[5]
183,learn_on,0.000000,Po,3,[5],[5]
184,learn_on,0.000000,Po,3,[5],[5]
185,learn_on,2.000000,De,3,[],[5]
186,learn_on,2.000000,De,3,[],[5]
187,learn_on,0.000000,Po,3,[5],[5]
188,learn_on,0.000000,Po,3,[5],[5]
189,learn_on,0.000000,Po,3,[5],[5]
190,learn_on,0.000000,Po,3,[5],[5]
191,learn_on,0.000000,Po,3,[],[]
192,learn_on,2.000000,De,3,[],[5]
193,learn_on,2.000000,De,3,[],[5]
194,learn_on,0.000000,Po,3,[5],[5]
195,learn_on,0.000000,Po,3,[5],[5]
196,learn_on,0.000000,Po,3,[5],[5]
197,learn_on,0.000000,Po,3,[5],[5]
198,learn_on,2.000000,De,3,[],[5]
199,learn_on,2.000000,De,3,[],[5]
200,learn_on,0.000000,Po,3,[5],[5]
204,learn_on,2.000000,De,3,[],[5]
205,learn_on,2.000000,De,3,[],[5]
206,learn_on,0.000000,Po,3,[5],[5]
208,learn_on,0.000000,Po,3,[5],[5]
209,learn_on,0.000000,Po,3,[5],[5]
210,learn_on,0.000000,Po,3,[],[]
211,learn_on,2.000000,De,3,[],[5]
212,learn_on,2.000000,De,3,[],[5]
213,learn_on,0.000000,Po,3,[5],[5]
214,learn_on,0.000000,Po,3,[5],[5]
215,learn_on,0.000000,Po,3,[5],[5]
219,learn_on,2.000000,De,3,[],[5]
220,learn_on,2.000000,De,3,[],[5]
222,learn_on,0.000000,Po,3,[5],[5]
223,learn_on,0.000000,Po,3,[5],[5]
224,learn_on,0.000000,Po,3,[5],[5]
225,learn_on,0.500000,Na,3,[5],[7]
226,learn_on,0.000000,Po,3,[],[]
227,learn_on,2.000000,De,3,[],[5]
234,learn_on,0.000000,Po,3,[],[]
235,learn_on,0.000000,Po,3,[],[]
236,learn_on,0.000000,Po,3,[],[]
237,learn_on,2.000000,De,3,[],[5]
238,learn_on,2.000000,De,3,[],[5]
239,learn_on,2.000000,De,3,[],[5]
246,learn_on,0.000000,Po,3,[],[]
247,learn_on,0.000000,Po,3,[],[]
248,learn_on,2.000000,De,3,[],[5]
249,learn_on,2.000000,De,3,[],[5]
250,learn_on,0.000000,Po,3,[5],[5]
251,learn_on,0.000000,Po,3,[5],[5]
252,learn_on,0.000000,Po,3,[5],[5]
253,learn_on,0.000000,Po,3,[5],[5]
254,learn_on,2.000000,De,3,[],[5]
260,learn_on,2.000000,De,3,[],[5]
261,learn_on,2.000000,De,3,[],[5]
262,learn_on,0.000000,Po,3,[5],[5]
263,learn_on,0.000000,Po,3,[5],[5]
264,learn_on,0.000000,Po,3,[5],[5]
265,learn_on,2.000000,De,3,[],[5]
266,learn_on,2.000000,De,3,[],[5]
267,learn_on,0.000000,Po,3,[5],[5]
268,learn_on,0.000000,Po,3,[5],[5]
269,learn_on,0.000000,Po,3,[5],[5]
270,learn_on,0.000000,Po,3,[5],[5]
271,learn_on,0.000000,Po,3,[],[]
272,learn_on,0.000000,Po,3,[],[]
273,learn_on,0.000000,Po,3,[],[]
274,learn_on,0.000000,Po,3,[],[]
281,learn_on,2.000000,De,3,[],[5]
285,learn_on,2.000000,De,3,[],[5]
288,learn_on,2.000000,De,3,[],[5]
289,learn_on,2.000000,De,3,[],[5]
290,learn_on,0.000000,Po,3,[5],[5]
291,learn_on,0.000000,Po,3,[5],[5]
292,learn_on,0.000000,Po,3,[5],[5]
293,learn_on,0.000000,Po,3,[5],[5]
294,learn_on,0.000000,Po,3,[],[]
295,learn_on,2.000000,De,3,[],[5]
296,learn_on,2.000000,De,3,[],[5]
297,learn_on,2.000000,De,3,[],[5]
298,learn_on,2.000000,De,3,[],[5]
299,learn_on,0.000000,Po,3,[5],[5]
300,learn_on,0.000000,Po,3,[5],[5]
301,learn_on,2.000000,De,3,[],[5]
302,learn_on,2.000000,De,3,[],[5]
303,learn_on,0.000000,Po,3,[5],[5]
304,learn_on,0.000000,Po,3,[5],[5]
305,learn_on,0.000000,Po,3,[5],[5]
306,learn_on,0.000000,Po,3,[5],[5]
309,learn_on,2.000000,De,3,[],[5]
310,learn_on,2.000000,De,3,[],[5]
311,learn_on,2.000000,De,3,[],[5]
312,learn_on,2.000000,De,3,[],[5]
313,learn_on,0.000000,Po,3,[5],[5]
314,learn_on,0.000000,Po,3,[5],[5]
315,learn_on,0.000000,Po,3,[5],[5]
316,learn_on,0.000000,Po,3,[5],[5]
317,learn_on,2.000000,De,3,[],[5]
318,learn_on,2.000000,De,3,[],[5]
319,learn_on,2.000000,De,3,[],[5]
320,learn_on,0.000000,Po,3,[5],[5]
321,learn_on,0.000000,Po,3,[5],[5]
322,learn_on,0.000000,Po,3,[5],[5]
323,learn_on,0.000000,Po,3,[5],[5]
324,learn_on,2.000000,De,3,[],[5]
325,learn_on,2.000000,De,3,[],[5]
326,learn_on,0.000000,Po,3,[5],[5]
327,learn_on,2.000000,De,3,[],[5]
328,learn_on,2.000000,De,3,[],[5]
329,learn_on,0.000000,Po,3,[5],[5]
330,learn_on,0.000000,Po,3,[5],[5]
331,learn_on,0.000000,Po,3,[5],[5]
332,learn_on,0.000000,Po,3,[5],[5]
333,learn_on,2.000000,De,3,[],[7]
335,learn_on,2.000000,De,3,[],[7]
336,learn_on,0.500000,Na,3,[7],[5]
337,learn_on,2.000000,De,3,[],[7]
338,learn_on,0.000000,Po,3,[7],[7]
339,learn_on,0.000000,Po,3,[7],[7]
346,learn_on,0.000000,Po,3,[],[]
347,learn_on,0.000000,Po,3,[],[]
348,learn_on,0.000000,Po,3,[],[]
349,learn_on,2.000000,De,3,[],[5]
350,learn_on,2.000000,De,3,[],[5]
351,learn_on,0.000000,Po,3,[5],[5]
352,learn_on,0.000000,Po,3,[5],[5]
353,learn_on,0.000000,Po,3,[5],[5]
354,learn_on,0.000000,Po,3,[5],[5]
358,learn_on,2.000000,De,3,[],[5]
362,learn_on,2.000000,De,3,[],[5]
363,learn_on,2.000000,De,3,[],[5]
370,learn_on,0.000000,Po,3,[5],[5]
371,learn_on,0.000000,Po,3,[],[]
376,learn_on,2.000000,De,3,[],[5]
377,learn_on,2.000000,De,3,[],[5]
378,learn_on,0.000000,Po,3,[5],[5]
380,learn_on,2.000000,De,3,[],[5]
381,learn_on,2.000000,De,3,[],[5]
384,learn_on,2.000000,De,3,[],[5]
385,learn_on,2.000000,De,3,[],[5]
386,learn_on,0.000000,Po,3,[5],[5]
387,learn_on,0.000000,Po,3,[5],[5]
394,learn_on,0.000000,Po,3,[5],[5]
395,learn_on,2.000000,De,3,[],[5]
396,learn_on,2.000000,De,3,[],[5]
403,learn_on,0.000000,Po,3,[],[]
404,learn_on,0.000000,Po,3,[5],[5]
405,learn_on,0.000000,Po,3,[],[]
406,learn_on,0.000000,Po,3,[],[]
407,learn_on,2.000000,De,3,[],[7]
408,learn_on,0.000000,Po,3,[],[]
409,learn_on,2.000000,De,3,[],[7]
410,learn_on,0.000000,Po,3,[7],[7]
411,learn_on,0.000000,Po,3,[7],[7]
412,learn_on,0.000000,Po,3,[7],[7]
413,learn_on,0.000000,Po,3,[7],[7]
414,learn_on,0.000000,Po,3,[],[]
415,learn_on,2.000000,De,3,[],[5]
416,learn_on,2.000000,De,3,[],[5]
417,learn_on,0.000000,Po,3,[5],[5]
418,learn_on,0.000000,Po,3,[5],[5]
419,learn_on,0.000000,Po,3,[5],[5]
420,learn_on,0.000000,Po,3,[5],[5]
422,learn_on,2.000000,De,3,[],[5]
426,learn_on,2.000000,De,3,[],[5]
427,learn_on,2.000000,De,3,[],[5]
434,learn_on,2.000000,De,3,[],[5]
441,learn_on,2.000000,De,3,[],[5]
442,learn_on,2.000000,De,3,[],[5]
443,learn_on,0.000000,Po,3,[5],[5]
444,learn_on,0.000000,Po,3,[5],[5]
445,learn_on,2.000000,De,3,[],[5]
446,learn_on,2.000000,De,3,[],[5]
447,learn_on,2.000000,De,3,[],[5]
453,learn_on,2.000000,De,3,[],[5]
454,learn_on,2.000000,De,3,[],[5]
455,learn_on,0.000000,Po,3,[5],[5]
462,learn_on,2.000000,De,3,[],[5]
464,learn_on,2.000000,De,3,[],[5]
465,learn_on,2.000000,De,3,[],[5]
467,learn_on,2.000000,De,3,[],[5]
468,learn_on,2.000000,De,3,[],[5]
469,learn_on,0.000000,Po,3,[5],[5]
470,learn_on,0.000000,Po,3,[5],[5]
471,learn_on,0.000000,Po,3,[5],[5]
472,learn_on,0.000000,Po,3,[5],[5]
473,learn_on,0.000000,Po,3,[],[]
474,learn_on,0.000000,Po,3,[],[]
475,learn_on,0.000000,Po,3,[],[]
476,learn_on,2.000000,De,3,[],[5]
477,learn_on,2.000000,De,3,[],[5]
480,learn_on,2.000000,De,3,[],[5]
481,learn_on,2.000000,De,3,[],[5]
482,learn_on,0.000000,Po,3,[5],[5]
483,learn_on,0.000000,Po,3,[5],[5]
486,learn_on,2.000000,De,3,[],[5]
487,learn_on,2.000000,De,3,[],[5]
488,learn_on,0.000000,Po,3,[5],[5]
489,learn_on,0.000000,Po,3,[5],[5]
490,learn_on,0.000000,Po,3,[5],[5]
491,learn_on,0.000000,Po,3,[5],[5]
493,learn_on,2.000000,De,3,[],[5]
494,learn_on,2.000000,De,3,[],[5]
499,learn_on,2.000000,De,3,[],[5]
500,learn_on,2.000000,De,3,[],[5]
501,learn_on,2.000000,De,3,[],[5]
502,learn_on,2.000000,De,3,[],[5]
505,learn_on,2.000000,De,3,[],[5]
506,learn_on,2.000000,De,3,[],[5]
507,learn_on,0.000000,Po,3,[5],[5]
508,learn_on,0.000000,Po,3,[5],[5]
509,learn_on,0.000000,Po,3,[5],[5]
510,learn_on,2.000000,De,3,[],[5]
511,learn_on,2.000000,De,3,[],[5]
512,learn_on,2.000000,De,3,[],[5]
513,learn_on,0.000000,Po,3,[5],[5]
514,learn_on,0.000000,Po,3,[5],[5]
515,learn_on,0.000000,Po,3,[5],[5]
522,learn_on,0.000000,Po,3,[],[]
523,learn_on,2.000000,De,3,[],[5]
524,learn_on,2.000000,De,3,[],[5]
525,learn_on,0.000000,Po,3,[5],[5]
526,learn_on,0.000000,Po,3,[5],[5]
527,learn_on,2.000000,De,3,[],[5]
528,learn_on,2.000000,De,3,[],[5]
529,learn_on,0.000000,Po,3,[5],[5]
530,learn_on,2.000000,De,3,[],[5]
531,learn_on,2.000000,De,3,[],[5]
532,learn_on,2.000000,De,3,[],[5]
533,learn_on,0.000000,Po,3,[5],[5]
534,learn_on,0.000000,Po,3,[5],[5]
535,learn_on,0.000000,Po,3,[5],[5]
536,learn_on,0.000000,Po,3,[5],[5]
537,learn_on,2.000000,De,3,[],[5]
539,learn_on,2.000000,De,3,[],[5]
540,learn_on,2.000000,De,3,[],[5]
542,learn_on,2.000000,De,3,[],[5]
543,learn_on,2.000000,De,3,[],[5]
544,learn_on,0.000000,Po,3,[5],[5]
545,learn_on,0.000000,Po,3,[5],[5]
546,learn_on,0.000000,Po,3,[5],[5]
547,learn_on,0.000000,Po,3,[5],[5]
548,learn_on,0.000000,Po,3,[],[]
549,learn_on,2.000000,De,3,[],[7]
550,learn_on,2.000000,De,3,[],[7]
551,learn_on,0.000000,Po,3,[],[]
552,learn_on,0.000000,Po,3,[7],[7]
553,learn_on,0.000000,Po,3,[],[]
554,learn_on,0.000000,Po,3,[],[]
555,learn_on,2.000000,De,3,[],[5]
556,learn_on,2.000000,De,3,[],[5]
557,learn_on,0.000000,Po,3,[5],[5]
564,learn_on,0.000000,Po,3,[],[]
565,learn_on,2.000000,De,3,[],[5]
566,learn_on,2.000000,De,3,[],[5]
567,learn_on,2.000000,De,3,[],[5]
568,learn_on,0.000000,Po,3,[5],[5]
569,learn_on,0.000000,Po,3,[5],[5]
570,learn_on,0.000000,Po,3,[5],[5]
571,learn_on,0.000000,Po,3,[5],[5]
572,learn_on,0.000000,Po,3,[],[]
573,learn_on,2.000000,De,3,[],[5]
574,learn_on,2.000000,De,3,[],[5]
575,learn_on,0.000000,Po,3,[5],[5]
578,learn_on,0.000000,Po,3,[5],[5]
582,learn_on,0.000000,Po,3,[],[]
583,learn_on,2.000000,De,3,[],[7]
584,learn_on,2.000000,De,3,[],[7]
585,learn_on,0.000000,Po,3,[],[]
586,learn_on,0.000000,Po,3,[7],[7]
587,learn_on,0.000000,Po,3,[7],[7]
588,learn_on,0.000000,Po,3,[7],[7]
589,learn_on,2.000000,De,3,[],[7]
590,learn_on,2.000000,De,3,[],[7]
591,learn_on,0.000000,Po,3,[7],[7]
592,learn_on,0.000000,Po,3,[7],[7]
593,learn_on,0.000000,Po,3,[7],[7]
594,learn_on,0.000000,Po,3,[7],[7]
595,learn_on,2.000000,De,3,[],[5]
596,learn_on,2.000000,De,3,[],[5]
597,learn_on,2.000000,De,3,[],[5]
598,learn_on,0.000000,Po,3,[5],[5]
599,learn_on,0.000000,Po,3,[5],[5]
600,learn_on,0.000000,Po,3,[5],[5]
601,learn_on,0.000000,Po,3,[5],[5]
602,learn_on,2.000000,De,3,[],[5]
603,learn_on,2.000000,De,3,[],[5]
604,learn_on,0.000000,Po,3,[5],[5]
605,learn_on,2.000000,De,3,[],[5]
606,learn_on,2.000000,De,3,[],[5]
607,learn_on,2.000000,De,3,[],[5]
608,learn_on,0.000000,Po,3,[5],[5]
609,learn_on,0.000000,Po,3,[5],[5]
610,learn_on,2.000000,De,3,[],[5]
611,learn_on,2.000000,De,3,[],[5]
612,learn_on,2.000000,De,3,[],[5]
613,learn_on,2.000000,De,3,[],[5]
614,learn_on,0.000000,Po,3,[5],[5]
615,learn_on,0.000000,Po,3,[5],[5]
616,learn_on,0.000000,Po,3,[5],[5]
617,learn_on,0.000000,Po,3,[5],[5]
620,learn_on,2.000000,De,3,[],[5]
621,learn_on,2.000000,De,3,[],[5]
622,learn_on,2.000000,De,3,[],[5]
623,learn_on,2.000000,De,3,[],[5]
